Published date,Severity,Published text,Translated text,Original language,Source URL,Status,Associated topics
2025-05-03 10:33:37.647741+00:00,3,Sudan Doctors' Union says at least 11 people killed and four others injured in fighting between RSF militants and army in Salha area of Omdurman,,,https://whatsapp.com/channel/0029Vai5AyeBlHpYsm0IQh2r,published,Sudan
2025-05-03 09:50:27.357556+00:00,5,"MSF says deaths and injuries reported after organization's hospital bombed in Old Fangak, South Sudan; NGO says facility was last functional one in area",,,https://x.com/MSF_SouthSudan/status/South%20Sudan%20militant%20conflict,published,Sudan
2025-05-03 06:26:19.370525+00:00,3,Unnamed Sudanese military sources claim to have bombed RSF weapons and fuel stockpiles at Nyala Airport,,,https://x.com/AJABreaking/status/1918548738253152481,published,Sudan
2025-05-03 05:18:05.523780+00:00,1,Editor's note: A Twitter/X account claiming to represent the South Sudanese ethnic Nuer militant group Naath Defense Forces said that the government of South Sudan launched airstrikes on Nuer civilian areas in Old Fangak and nearby villages beginning early this morning. We have not yet seen reports surface in local media. We are monitoring for further information. - Theresa,,,https://x.com/Nuerlandarmy/status/1918526354900897949,published,Sudan
2025-05-03 04:21:08.106611+00:00,2,"Local media video appears to show people fleeing Nahud in West Kordofan, Sudan, amid clashes that has seen RSF paramilitary reportedly seize city",,,https://x.com/SudanTrend/status/1918476661965893707,published,Sudan
2025-05-02 17:04:56.398205+00:00,3,"Sudan's government accuses RSF of killing civilians, attacking public buildings and looting in En Nahud after army forces lost control of town",,,https://x.com/AJABreaking/status/1918343439059730832,published,Sudan
2025-05-02 16:58:43.369893+00:00,3,Video: Sudan's rebel RSF releases inmates from prison in city of En Nahud after capture from rival army forces,,,https://x.com/Sudan_tweet/status/1918341636800823531,published,Sudan
2025-05-02 13:58:59.334472+00:00,2,"Chadian armed forces say an armed group from Darfur, Sudan, has been disarmed and detained at border post in Bahai",,,https://x.com/alwihdainfo/status/1918302797281591787,published,Sudan
2025-05-02 13:42:35.622200+00:00,4,"At least 15 people killed, more than a dozen injured in inter-communal violence in Tonj South area of Warrap, South Sudan, on Thursday, local official says",,,https://www.eyeradio.org/15-killed-16-wounded-in-tonj-south-inter-communal-violence/#google_vignette,published,Sudan
2025-05-02 10:03:04.966598+00:00,4,"At least 19 people dead, 37 more injured in Nahud, West Kordofan, after Rapid Support Forces laid siege to Sudan army positions on Thursday, Al Jazeera reports",,,https://x.com/AJABreaking/status/1918242990923104720,published,Sudan
2025-05-02 04:29:33.577967+00:00,2,Sudanese military denies reports they have lost control of West Kordofan's Nahud town,,,https://www.sudanakhbar.com/1644400,published,Sudan
2025-05-01 22:35:33.428846+00:00,4,"Sudanese media reports rebel RSF captured town of En Nahud, South Kordofan state, following sustained attack on army forces",,,https://x.com/SudansPost/status/1917905691345404168,published,Sudan
2025-05-01 12:03:37.552202+00:00,1,"Editor's note: We are aware of a report on Al Arabiya, citing a Sudanese army source, saying that defenses remain in place in the city of Nahud in the south of the country. The report appears to come in response to footage circulating on social media platforms purportedly showing Rapid Support Forces militia in front of local administration headquarters in the city. A similar report from Al Jazeera says that a military garrison in Nahud is holding out against RSF attack. We continue to monitor for further updates. - James",,,https://x.com/AlArabiya_Brk/status/1917910562224087339,published,Sudan
2025-05-01 05:53:31.504997+00:00,3,"Rapid Support Forces attack city of Nahud in Sudan's South Kordofan province, reports Al Jazeera citing military source",,,https://t.me/AjaNews/375913,published,Sudan
2025-05-01 05:11:47.059840+00:00,3,"Sudanese local media reports RSF drone strike on military base in Kosti, White Nile state and report casualties among government soldiers",,,https://www.sudanakhbar.com/1644020,published,Sudan
2025-05-01 02:58:14.650578+00:00,3,"Al Jazeera reports explosions rock town of Kosti, Sudan; no further information provided",,,https://x.com/AJABreaking/status/1917773996701147289,published,Sudan
